hour,day_of_week,month,load_consumption
9,6,6,91.45204002593421
1,4,6,53.635052091643026
18,0,11,132.20586814528224
8,5,2,67.00802579863185
6,4,2,46.27303333981135
3,3,6,47.438681164043516
20,4,10,152.1478114343605
17,6,5,122.0315816997781
12,0,7,100.31506844387512
10,5,7,91.46703462660808
23,2,5,143.93425769392434
3,5,8,52.34956565338284
20,5,10,157.15998281684804
3,5,6,59.710272961761234
9,3,5,71.36201328710474
4,1,4,26.448889294797937
8,6,7,85.80674115586338
23,0,4,131.08591925192763
2,1,5,36.62037525372152
16,2,5,116.05451517706717
2,1,1,15.099731746998467
15,0,1,74.7185593816986
3,6,3,39.165410993142785
17,6,11,147.990393085158
16,0,3,94.3967712940925
6,2,2,41.271723028187075
23,0,12,166.89341372862896
22,2,2,126.32692038409587
4,2,6,50.216158448224455
11,0,1,54.48792639627937
16,4,6,113.59067842257639
22,6,5,135.85122351158728
12,2,6,91.17893532099016
22,0,5,130.1317064437372
2,4,7,50.94239495544743
8,6,1,64.5215950778228
16,2,3,99.92910743216112
16,6,6,121.44808409676982
19,4,1,111.24334021581376
15,6,11,129.97841791651916
21,3,11,155.08139677155287
12,5,7,103.2523552684173
18,3,4,111.3207321204382
16,4,3,108.30075397936272
3,2,10,57.70683959522485
11,0,9,92.08152705624158
8,1,1,47.582828284076676
18,0,8,125.73138796805205
11,6,1,81.50395587014151
8,1,5,66.4701630548397
6,1,10,62.469968993084336
13,6,8,120.97074074006564
19,6,6,144.636541120973
18,2,7,121.58937857839265
14,4,11,127.18323456336425
15,0,8,102.54584159934609
20,4,6,126.25810746633924
4,3,11,69.30642367228806
2,2,6,37.299304802681945
11,2,11,103.22574634324093
19,3,6,123.20542954997006
20,0,5,116.33287416591381
3,5,8,61.94496839185796
20,3,2,113.14886508444928
22,0,7,140.71762166275013
15,1,4,97.4083032569872
6,6,1,63.90193873082245
12,2,5,91.6283996606173
20,0,3,113.21551529164208
9,4,4,69.8986785166616
6,6,7,77.46873675837
13,4,5,98.63297979958178
4,6,4,51.4334345549717
2,2,1,23.91865698376439
22,3,6,136.00950992659062
10,5,11,107.77800082231245
10,3,10,101.77929229658703
17,0,6,107.56207926203952
14,3,7,105.96622798285364
11,2,1,64.31107069403859
8,0,4,51.82199379656127
9,1,12,101.86950465787103
11,3,9,94.90981164038593
16,3,12,138.59079663704944
5,5,10,82.06823949141187
6,0,6,49.25689049395517
13,4,2,85.36552127190372
12,3,4,80.45183913627649
7,2,6,71.95521237527973
9,3,4,64.30608531511893
8,5,10,91.73051452884017
17,1,7,109.8788749582221
1,5,12,61.21150636566224
4,3,3,48.956076454411466
4,4,6,58.71387336956281
5,6,12,91.70146712850271
18,3,4,111.71711518326539
7,0,3,51.538059055233845
15,3,12,127.87888780316274
12,4,3,87.96819647165051
0,0,2,3.6374436169718187
21,2,11,151.77746149062165
19,0,3,110.7914119305896
16,5,12,147.31913672077883
6,1,10,75.98736466948381
12,5,1,73.75162942121602
3,6,3,42.766365671385856
3,0,9,51.78449370599257
5,2,4,42.753595190449545
18,3,3,117.85481380064647
11,0,8,74.99026528024727
21,5,1,120.10630242315423
6,0,5,47.45216748565084
9,0,1,34.78028167614116
18,0,7,111.01885434881905
6,2,5,59.12644756271034
2,4,2,30.151418182764818
12,4,12,127.86568011021451
12,0,1,71.7261322294241
17,2,11,137.16523189301972
19,2,7,130.56619124500355
7,6,12,101.3296555428945
8,0,1,30.72458991060255
6,5,3,50.027202433369624
0,5,11,59.50337751549467
2,1,6,40.080128543738354
12,0,6,85.4483490606907
16,1,7,106.53767516142172
23,5,11,178.68703141234747
0,5,11,66.41222014377318
5,0,1,33.6899480014567
20,1,7,135.94799664795235
5,1,2,33.20387101022395
11,0,6,84.37967061350399
12,6,8,110.72879319663829
12,1,5,85.55777764261002
14,6,10,129.82715921412355
20,3,3,120.39256447279794
15,5,11,129.69998762438848
21,4,8,148.58931668222976
20,6,8,154.93380808741412
10,6,4,81.79262097343545
4,6,8,74.46673631304073
3,2,5,44.68535335308836
2,1,11,55.50531301490085
18,1,5,119.94400051809788
19,2,3,111.22226664404647
17,1,7,123.54773431306316
14,2,11,122.17063490770487
8,6,11,101.92067040773243
16,0,9,111.56099309831173
13,3,9,109.5586988493248
14,6,1,90.9812024325279
0,3,1,6.708518073745473
20,5,10,153.91192288641167
21,6,12,166.98098409951456
21,4,12,167.92995884489392
2,1,11,63.53140237864101
15,4,5,100.8654216185238
22,0,1,122.56153864183462
10,3,4,74.35724482807436
11,6,12,116.12489307530743
9,0,1,52.78877390104092
15,0,2,80.76772760872475
7,1,2,45.59131661984253
5,0,4,38.9786087789396
11,6,8,100.9163103406755
23,6,2,144.61998516200953
20,3,9,143.56849298552908
7,6,12,93.81674103910377
3,4,9,65.75530062107967
7,3,2,45.97208824488122
17,1,1,86.23369913662371
4,3,10,74.96303102488658
8,2,10,80.01830050394894
3,4,9,51.41777571536255
21,2,2,122.11430742480748
16,2,8,116.48068285259434
8,5,3,65.91172439430942
0,6,1,20.427498033249
20,1,11,148.15834969509365
19,0,1,95.23640379048466
12,2,10,113.38057437282882
15,3,2,84.618847598453
12,0,7,90.22437458338561
13,3,12,125.21060501938292
2,3,6,39.20174119583311
5,0,12,67.8813277736109
17,0,11,134.08587107085077
18,6,2,111.04569622991643
4,3,4,41.96668029624716
14,1,2,85.43654481229873
1,6,1,27.173706167695123
9,4,12,96.01428166185448
23,5,3,150.73529572276757
17,4,4,110.34994620610017
12,1,10,100.98621355046791
4,6,5,59.27892126163183
22,5,5,148.12538398502036
23,6,7,170.80552145645734
0,0,10,31.699659252971518
21,5,8,156.12976104462973
0,3,9,48.71504847025039
17,4,12,144.31417544562942
14,5,7,116.9363684740811
16,3,5,113.67137008818274
10,6,9,97.09018607506498
20,1,8,143.74883252940415
21,5,10,152.20618873430928
16,3,9,119.32341859380614
12,6,10,116.69106163187952
0,6,8,59.62470256593528
1,6,6,45.45871685123307
8,1,4,58.84033054974595
2,0,9,53.160393019522814
0,1,12,49.498409287172635
20,1,9,133.10781643534662
15,4,10,124.91382582380842
22,6,10,174.85395916902888
5,3,9,70.35432498527568
16,5,10,144.6532912952813
4,4,3,47.68967463131077
4,6,11,78.77595531803259
5,2,12,79.2553815223254
2,1,3,20.733909409290604
20,2,11,146.65783484675615
22,6,6,174.39542125512878
4,4,6,61.093122550169056
20,3,6,137.30548994503337
4,4,5,48.88409842345968
9,3,5,81.84792033140539
9,3,2,67.49707800896468
18,6,7,145.40810644678885
16,0,12,137.16557074199224
20,6,4,126.6045535595124
13,1,3,74.45080255365046
8,4,8,78.98106092268182
13,3,4,85.28029678333782
0,6,11,63.61726182130195
18,6,4,121.16598273952091
12,4,8,114.3629927038126
12,4,1,85.52339941040819
3,3,9,59.9676920296048
0,5,7,52.77663108074895
16,2,12,141.440673136201
7,1,2,43.746467204113706
1,1,11,41.95392327987219
7,5,12,96.91015807519635
6,0,6,50.77688934460763
1,5,8,53.03252812572915
21,0,11,149.44614143437374
21,0,5,125.31508829449615
2,5,6,51.618423706895825
17,1,12,129.9373902645816
11,2,10,103.05680138784854
0,1,8,32.80191923491497
21,6,6,147.99991099931844
11,1,12,110.78704922616095
4,1,9,52.878001133894855
16,5,12,141.59353173665215
15,5,9,125.40732882985569
14,6,9,121.4286551421468
22,6,6,156.4991474806648
14,5,12,129.39805820599764
4,1,12,68.2229980027883
20,2,9,138.45040433523968
13,0,3,82.460277057194
1,4,5,34.537779437938916
10,0,2,60.30022695441778
18,6,12,165.87852550615037
6,6,8,79.62590789824708
5,0,11,74.5603034001658
1,4,4,41.35677042046564
5,1,6,57.13595780020207
17,2,6,114.91599342011129
1,2,5,34.21053879499307
17,0,12,126.56310703432327
14,4,12,126.09978420925025
18,6,1,108.9766240918404
1,3,11,69.20306060087141
19,1,7,121.93707742872367
5,0,10,60.86261624369085
0,2,8,32.78039509875508
23,6,1,139.79905880965381
14,5,10,125.71310696334442
22,5,7,158.4337948851328
9,4,4,76.35629833038678
18,4,6,119.09805076637966
16,0,9,111.96361114994815
4,3,5,55.82664374137911
3,2,8,51.98350877711597
9,0,5,70.93795909009006
23,3,2,131.25159526042341
16,6,4,109.1617178585574
9,4,2,63.48369611166647
16,5,7,118.15975102225153
19,1,7,123.17223618798788
23,6,3,146.00462853282622
4,5,7,65.5580254518451
1,2,1,7.04904338372851
5,2,1,34.91315996245451
20,5,9,148.06692132220124
1,6,6,43.757925955205934
12,5,12,123.66342309566538
10,3,5,76.24774063655394
10,0,6,80.91068997423338
15,4,6,116.9403093812553
10,3,1,68.90914146971019
18,1,5,110.52544902254849
14,5,9,116.18750582540339
22,1,4,129.41014964694057
22,1,3,124.24825816856867
15,3,1,84.95588418788317
10,4,2,64.12132776666519
21,6,3,134.79241015365963
15,2,4,94.97965274873764
7,0,7,66.4417351851901
3,2,6,48.3255302576074
7,4,11,96.50399902711358
3,2,8,46.70352224059981
23,5,9,168.00529153846816
2,5,6,45.36267146883164
2,3,7,40.89792894594458
17,1,4,101.85698881525644
18,4,2,115.34352490067309
18,4,9,136.13840823214758
20,2,9,149.82727329979556
4,3,4,47.744392577601666
17,2,12,137.02954760509712
9,2,3,68.80024214453205
21,4,10,159.22698386057144
20,2,11,145.3372030577665
5,1,6,61.29401317790258
0,2,3,19.297394115432382
4,1,1,27.09398095992746
8,4,4,63.72233665047192
11,3,1,73.8976913380387
13,5,2,90.58637713680653
1,1,3,23.146190901476203
16,3,8,118.46234328237115
13,3,10,118.17050285955034
12,1,4,83.559067967854
8,4,4,64.65610880609438
14,0,10,102.91504930159505
21,3,9,152.90686529669463
14,3,7,99.1332652519713
23,4,2,135.7600788891889
10,4,3,71.76377447606346
15,2,4,103.09332605394461
16,4,4,106.03578054616396
3,3,10,69.53636486001902
0,1,8,32.42895277818487
7,0,10,79.99995502529805
16,6,10,148.30170771918415
2,2,6,34.659764308168796
19,6,3,126.46017860865454
14,1,11,130.7439120795503
14,0,9,106.3329441345146
23,0,10,155.30894135114823
21,0,8,140.9424947367551
13,5,9,116.20540432047378
22,1,5,124.46387002714724
13,2,3,88.66143687419469
23,2,4,126.98525793067404
1,0,12,50.91604174430829
12,1,5,89.03712874578324
13,5,9,114.21728785678607
23,0,9,147.53151753767798
18,4,3,118.39631952583281
6,6,7,71.74442606582807
2,2,6,33.88887140204023
14,6,4,105.37256993746642
22,3,5,138.08538350793705
13,0,10,98.78163442905579
10,4,2,73.18476269997436
14,2,11,122.32243802788616
12,6,7,104.20122491697184
17,5,4,114.54333996937527
5,1,2,38.35196371004578
2,2,11,65.95180709876033
18,6,6,130.58603394945337
14,1,11,120.27344246504072
22,6,12,178.826001085423
4,1,2,35.396536463544884
9,5,10,100.19654599371732
6,5,2,48.43837242966821
16,0,7,105.68750423400016
6,0,1,35.71426732890824
21,2,7,148.09232189190797
11,5,10,107.57990188401861
16,4,5,116.023937217637
12,6,1,80.3597177466162
19,6,6,137.5523437794307
3,6,7,68.57698374631796
9,2,1,58.821462907102166
2,6,9,57.79350363629521
8,3,7,74.13762488094204
12,1,1,73.2811067222068
17,6,3,115.70939021314247
14,1,5,87.25579940192068
3,0,4,26.905237775131397
14,6,2,99.51746761355587
21,4,1,125.97205140608816
1,5,4,36.08927650741087
14,5,7,125.3765690046805
7,0,11,83.1207618172782
7,3,4,58.782594651835495
16,2,9,117.92146975950328
11,2,8,88.12557847680479
18,4,8,135.67710660240184
9,0,5,62.55611477543297
8,0,12,96.36871876991712
4,3,1,40.331559014589295
5,6,9,82.16533273748614
19,2,2,103.10501913521553
1,6,6,43.638905637237976
23,0,10,161.2783876287055
12,6,5,95.18466900102449
5,5,10,85.61070866959763
4,4,8,66.3730196151738
0,2,11,50.25858942406594
20,3,3,117.4858359353228
21,4,6,140.52878078237623
20,1,6,127.94823977437449
5,5,10,85.1626944915056
5,3,3,41.57132199683123
22,4,12,168.68591578736942
15,0,12,123.22411565966142
3,1,12,69.31339178843082
10,3,7,82.45767831238612
23,0,11,152.41715103556393
22,5,4,144.36982575855023
8,1,5,55.41025442526649
22,2,9,158.42489857381085
2,0,6,33.220369512585464
18,4,10,134.26234458862777
7,6,4,66.59789890298254
4,3,8,62.895618165346185
3,1,9,51.33649456222511
23,0,10,155.10014874412173
5,2,5,54.700391828526435
1,6,2,29.9890483230619
19,3,6,123.31471161766933
10,3,11,101.5050800131408
3,0,12,70.0742006822963
14,2,8,116.42532172666591
5,5,5,49.900369130288624
21,6,1,132.4551395459574
16,5,8,128.25073858017677
23,1,9,158.61991339560075
5,0,1,26.24755869866185
18,6,8,131.15868245249257
1,1,10,50.92244394323731
14,5,12,128.29511369358642
10,6,2,69.05853784257573
7,3,4,53.40799308763267
18,1,2,104.00456891207668
12,2,2,74.69726233014599
11,4,10,110.91233010937337
4,5,3,50.34537627248182
5,5,8,69.89533217708117
21,2,4,126.64763213061272
3,6,7,58.4428123560873
18,6,12,154.94836113567254
19,6,10,148.16372631009466
0,1,3,16.952421469371675
19,0,10,140.37560374490877
